model-1640209981,1640209985.787,0.9,0.0732,0.75,0.205
model-1640209981,1640209985.8,0.87,0.0936,0.71,0.2351
model-1640209981,1640209985.813,0.87,0.1122,0.81,0.1738
model-1640209981,1640209985.826,0.81,0.1337,0.7,0.2162
model-1640209981,1640209985.839,0.87,0.0961,0.75,0.207
model-1640209981,1640209985.852,0.91,0.0623,0.81,0.1621
model-1640209981,1640209985.864,0.86,0.1296,0.74,0.2021
model-1640209981,1640209985.877,0.89,0.0858,0.79,0.1834
model-1640209981,1640209985.891,0.84,0.0995,0.74,0.1993
model-1640209981,1640209985.904,0.86,0.1069,0.84,0.1307
model-1640209981,1640209985.917,0.94,0.0557,0.69,0.2307
model-1640209981,1640209985.93,0.88,0.0902,0.81,0.1271
model-1640209981,1640209985.944,0.9,0.0754,0.76,0.1914
model-1640209981,1640209985.956,0.89,0.0959,0.71,0.2282
model-1640209981,1640209985.969,0.92,0.0632,0.77,0.1606
model-1640209981,1640209985.982,0.89,0.0922,0.78,0.147
model-1640209981,1640209985.996,0.9,0.0739,0.83,0.133
model-1640209981,1640209986.009,0.89,0.0886,0.71,0.2277
model-1640209981,1640209986.022,0.85,0.0991,0.78,0.1614
model-1640209981,1640209986.036,0.83,0.1268,0.73,0.2051
model-1640209981,1640209986.05,0.92,0.0706,0.67,0.2288
model-1640209981,1640209986.064,0.9,0.0903,0.73,0.1981
model-1640209981,1640209986.078,0.88,0.0861,0.77,0.1753
model-1640209981,1640209986.092,0.92,0.0829,0.76,0.1983
model-1640209981,1640209986.106,0.93,0.0568,0.83,0.1368
model-1640209981,1640209986.121,0.92,0.0661,0.73,0.1995
model-1640209981,1640209986.134,0.93,0.0606,0.8,0.1684
model-1640209981,1640209986.148,0.93,0.0502,0.69,0.2477
model-1640209981,1640209986.16,0.93,0.0567,0.8,0.1537
model-1640209981,1640209986.173,0.91,0.0573,0.8,0.165
model-1640209981,1640209986.186,0.91,0.0786,0.8,0.1614
model-1640209981,1640209986.2,0.89,0.0975,0.75,0.1968
model-1640209981,1640209986.212,0.89,0.076,0.78,0.1732
model-1640209981,1640209986.226,0.93,0.0562,0.81,0.1489
model-1640209981,1640209986.239,0.89,0.0686,0.72,0.2071
model-1640209981,1640209986.252,0.92,0.0548,0.67,0.2572
model-1640209981,1640209986.264,0.9,0.0796,0.72,0.2059
model-1640209981,1640209986.276,0.89,0.0831,0.72,0.1997
model-1640209981,1640209986.289,0.9,0.069,0.76,0.1877
model-1640209981,1640209986.303,0.91,0.0714,0.73,0.1939
model-1640209981,1640209986.316,0.98,0.0316,0.76,0.1702
model-1640209981,1640209986.329,0.96,0.0406,0.83,0.1531
model-1640209981,1640209986.342,0.93,0.0461,0.72,0.2077
model-1640209981,1640209986.355,0.92,0.0582,0.74,0.1798
model-1640209981,1640209986.367,0.92,0.0689,0.76,0.1553
model-1640209981,1640209986.38,0.93,0.047,0.78,0.1683
model-1640209981,1640209986.393,0.92,0.0512,0.69,0.2319
model-1640209981,1640209986.406,0.9,0.0788,0.75,0.199
model-1640209981,1640209986.42,0.9,0.0918,0.72,0.2042
model-1640209981,1640209986.433,0.94,0.0521,0.75,0.1951
model-1640209981,1640209986.446,0.88,0.0937,0.75,0.1938
model-1640209981,1640209986.458,0.91,0.0875,0.72,0.1978
model-1640209981,1640209986.471,0.93,0.0605,0.73,0.2175
model-1640209981,1640209986.483,0.93,0.049,0.79,0.1673
model-1640209981,1640209986.496,0.94,0.054,0.68,0.264
model-1640209981,1640209986.51,0.95,0.0436,0.78,0.194
model-1640209981,1640209986.523,0.91,0.0702,0.76,0.1993
model-1640209981,1640209986.537,0.96,0.046,0.77,0.1857
model-1640209981,1640209986.551,0.98,0.0302,0.84,0.1523
model-1640209981,1640209986.565,0.93,0.0637,0.78,0.1697
model-1640209981,1640209986.579,0.96,0.04,0.74,0.171
model-1640209981,1640209986.593,0.96,0.0221,0.7,0.2306
model-1640209981,1640209986.606,0.93,0.0554,0.78,0.1566
model-1640209981,1640209986.621,0.93,0.056,0.75,0.1999
model-1640209981,1640209986.635,0.95,0.0452,0.73,0.19
model-1640209981,1640209986.65,0.97,0.0368,0.8,0.1754
model-1640209981,1640209986.663,0.93,0.0486,0.8,0.177
model-1640209981,1640209986.677,0.94,0.052,0.78,0.1828
model-1640209981,1640209986.691,0.95,0.058,0.74,0.2016
model-1640209981,1640209986.705,0.94,0.0572,0.76,0.1953
model-1640209981,1640209986.719,0.98,0.0235,0.82,0.1183
model-1640209981,1640209986.734,0.95,0.0502,0.79,0.1591
model-1640209981,1640209986.748,0.93,0.0528,0.75,0.1858
model-1640209981,1640209986.762,0.94,0.0452,0.76,0.1965
model-1640209981,1640209986.775,0.97,0.0333,0.73,0.2095
model-1640209981,1640209986.789,0.92,0.0593,0.72,0.2273
model-1640209981,1640209986.803,0.92,0.0579,0.73,0.2226
model-1640209981,1640209986.816,0.92,0.0629,0.79,0.1739
model-1640209981,1640209986.831,0.95,0.0518,0.78,0.1778
model-1640209981,1640209986.845,0.91,0.0657,0.75,0.1886
model-1640209981,1640209986.86,0.89,0.0768,0.74,0.189
model-1640209981,1640209986.874,0.96,0.0401,0.77,0.1736
model-1640209981,1640209986.888,0.88,0.0808,0.75,0.207
model-1640209981,1640209986.902,0.94,0.0529,0.75,0.2091
model-1640209981,1640209986.915,0.92,0.0784,0.74,0.1816
model-1640209981,1640209986.93,0.9,0.0808,0.7,0.214
model-1640209981,1640209986.944,0.87,0.101,0.76,0.1392
model-1640209981,1640209986.959,0.93,0.0555,0.76,0.1798
model-1640209981,1640209986.973,0.94,0.0612,0.74,0.1878
model-1640209981,1640209986.986,0.92,0.0732,0.76,0.1627
model-1640209981,1640209987.001,0.88,0.0832,0.71,0.2251
model-1640209981,1640209987.014,0.84,0.1058,0.72,0.2381
model-1640209981,1640209987.029,0.93,0.0735,0.68,0.222
model-1640209981,1640209987.042,0.91,0.0554,0.7,0.2415
model-1640209981,1640209987.056,0.91,0.0535,0.76,0.1966
model-1640209981,1640209987.071,0.95,0.0468,0.72,0.2088
model-1640209981,1640209987.084,0.93,0.0622,0.73,0.2024
model-1640209981,1640209987.099,0.93,0.0466,0.66,0.2824
model-1640209981,1640209987.112,0.89,0.089,0.66,0.2499
model-1640209981,1640209987.125,0.83,0.1064,0.73,0.2098
model-1640209981,1640209987.14,0.89,0.0789,0.7,0.2407
model-1640209981,1640209987.153,0.91,0.0808,0.79,0.1885
model-1640209981,1640209987.167,0.91,0.0722,0.65,0.2578
model-1640209981,1640209987.182,0.89,0.0729,0.72,0.2442
model-1640209981,1640209987.195,0.82,0.1252,0.73,0.2309
model-1640209981,1640209987.21,0.89,0.0894,0.72,0.2293
model-1640209981,1640209987.224,0.9,0.0714,0.77,0.1911
model-1640209981,1640209987.238,0.9,0.0743,0.69,0.2399
model-1640209981,1640209987.252,0.89,0.0729,0.69,0.2369
model-1640209981,1640209987.265,0.91,0.0952,0.75,0.2145
model-1640209981,1640209987.279,0.85,0.1116,0.69,0.2393
model-1640209981,1640209987.294,0.9,0.0935,0.76,0.1839
model-1640209981,1640209987.308,0.9,0.0682,0.79,0.1896
model-1640209981,1640209987.322,0.95,0.0394,0.76,0.1891
model-1640209981,1640209987.335,0.94,0.0497,0.77,0.1893
model-1640209981,1640209987.349,0.93,0.0556,0.69,0.2527
model-1640209981,1640209987.361,0.89,0.0897,0.78,0.1789
model-1640209981,1640209987.373,0.91,0.0745,0.78,0.1614
model-1640209981,1640209987.386,0.94,0.0456,0.81,0.166
model-1640209981,1640209987.4,0.94,0.049,0.75,0.1894
model-1640209981,1640209987.412,0.9,0.0696,0.77,0.1809
model-1640209981,1640209987.43,0.92,0.0705,0.73,0.1908
model-1640209981,1640209987.443,0.99,0.0229,0.74,0.1932
model-1640209981,1640209987.457,0.95,0.0422,0.71,0.2084
model-1640209981,1640209987.469,0.87,0.1016,0.81,0.1697
model-1640209981,1640209987.482,0.95,0.0536,0.8,0.1723
model-1640209981,1640209987.495,0.89,0.0628,0.75,0.1731
model-1640209981,1640209987.508,0.95,0.0415,0.68,0.2213
model-1640209981,1640209987.522,0.95,0.0611,0.76,0.1633
model-1640209981,1640209987.535,0.95,0.0524,0.75,0.1715
model-1640209981,1640209987.549,0.95,0.0468,0.66,0.2399
model-1640209981,1640209987.561,0.92,0.0431,0.83,0.1412
model-1640209981,1640209987.573,0.87,0.0858,0.8,0.153
model-1640209981,1640209987.586,0.96,0.0349,0.79,0.1659
model-1640209981,1640209987.599,0.92,0.0453,0.78,0.1585
model-1640209981,1640209987.613,0.96,0.0375,0.71,0.2137
model-1640209981,1640209987.626,0.9,0.0757,0.75,0.1688
model-1640209981,1640209987.64,0.94,0.0416,0.66,0.2539
model-1640209981,1640209987.652,0.94,0.0548,0.76,0.1871
model-1640209981,1640209987.665,0.91,0.0773,0.76,0.1803
model-1640209981,1640209987.677,0.93,0.0701,0.75,0.1845
model-1640209981,1640209987.691,0.93,0.0575,0.85,0.1384
model-1640209981,1640209987.703,0.93,0.052,0.84,0.1441
model-1640209981,1640209987.716,0.88,0.0849,0.74,0.1907
model-1640209981,1640209987.73,0.9,0.0628,0.8,0.1656
model-1640209981,1640209987.744,0.91,0.0593,0.7,0.2437
model-1640209981,1640209987.756,0.89,0.0817,0.75,0.177
model-1640209981,1640209987.769,0.93,0.0601,0.73,0.1971
model-1640209981,1640209987.781,0.9,0.0757,0.76,0.1713
model-1640209981,1640209987.794,0.95,0.0443,0.76,0.1878
model-1640209981,1640209987.807,0.89,0.0683,0.78,0.1727
model-1640209981,1640209987.82,0.89,0.091,0.78,0.1858
model-1640209981,1640209987.834,0.91,0.0629,0.74,0.1839
model-1640209981,1640209987.848,0.87,0.0798,0.82,0.1597
model-1640209981,1640209987.86,0.9,0.0597,0.78,0.1544
model-1640209981,1640209987.872,0.91,0.0659,0.71,0.2387
model-1640209981,1640209987.885,0.92,0.0583,0.78,0.1606
model-1640209981,1640209987.898,0.9,0.0858,0.71,0.2373
