model-1640219230,1640219232.462,0.61,0.2357,0.52,0.2457
model-1640219230,1640219232.475,0.59,0.2361,0.59,0.2451
model-1640219230,1640219232.489,0.62,0.2323,0.57,0.2468
model-1640219230,1640219232.502,0.55,0.2423,0.56,0.2403
model-1640219230,1640219232.516,0.51,0.2463,0.55,0.2481
model-1640219230,1640219232.529,0.5,0.2553,0.6,0.2419
model-1640219230,1640219232.541,0.55,0.2454,0.55,0.2442
model-1640219230,1640219232.554,0.58,0.2374,0.64,0.2319
model-1640219230,1640219232.567,0.61,0.2379,0.62,0.2305
model-1640219230,1640219232.579,0.6,0.2339,0.54,0.2497
model-1640219230,1640219232.593,0.58,0.2461,0.58,0.2367
model-1640219230,1640219232.607,0.51,0.2464,0.58,0.244
model-1640219230,1640219232.621,0.59,0.2434,0.59,0.248
model-1640219230,1640219232.644,0.58,0.2432,0.56,0.2436
model-1640219230,1640219232.657,0.63,0.2341,0.61,0.226
model-1640219230,1640219232.67,0.62,0.2306,0.61,0.2357
model-1640219230,1640219232.683,0.55,0.2482,0.61,0.2356
model-1640219230,1640219232.697,0.63,0.2185,0.59,0.237
model-1640219230,1640219232.71,0.61,0.2472,0.53,0.2528
model-1640219230,1640219232.724,0.6,0.2499,0.61,0.2379
model-1640219230,1640219232.738,0.6,0.2296,0.54,0.2508
model-1640219230,1640219232.751,0.61,0.2293,0.48,0.2586
model-1640219230,1640219232.763,0.56,0.2514,0.63,0.235
model-1640219230,1640219232.777,0.58,0.2517,0.51,0.2567
model-1640219230,1640219232.791,0.64,0.2251,0.58,0.2475
model-1640219230,1640219232.803,0.49,0.2488,0.56,0.2383
model-1640219230,1640219232.817,0.62,0.2396,0.59,0.234
model-1640219230,1640219232.831,0.6,0.247,0.53,0.2588
model-1640219230,1640219232.844,0.64,0.2283,0.54,0.2404
model-1640219230,1640219232.856,0.53,0.2505,0.55,0.2412
model-1640219230,1640219232.87,0.53,0.247,0.63,0.2385
model-1640219230,1640219232.883,0.59,0.2352,0.52,0.2519
model-1640219230,1640219232.896,0.56,0.2468,0.63,0.2402
model-1640219230,1640219232.909,0.61,0.2355,0.59,0.2391
model-1640219230,1640219232.922,0.62,0.2411,0.53,0.2469
model-1640219230,1640219232.935,0.68,0.2262,0.5,0.251
model-1640219230,1640219232.949,0.6,0.2433,0.48,0.2542
model-1640219230,1640219232.962,0.59,0.243,0.59,0.2385
model-1640219230,1640219232.975,0.69,0.2227,0.62,0.2407
model-1640219230,1640219232.988,0.62,0.2351,0.65,0.2334
model-1640219230,1640219233.001,0.58,0.2415,0.58,0.2405
model-1640219230,1640219233.014,0.58,0.2395,0.56,0.2351
model-1640219230,1640219233.028,0.49,0.2523,0.61,0.2411
model-1640219230,1640219233.04,0.54,0.2465,0.57,0.2478
model-1640219230,1640219233.054,0.55,0.2476,0.58,0.241
model-1640219230,1640219233.067,0.63,0.2341,0.59,0.2381
model-1640219230,1640219233.08,0.6,0.2363,0.58,0.2364
model-1640219230,1640219233.093,0.59,0.2374,0.54,0.2408
model-1640219230,1640219233.106,0.56,0.2449,0.63,0.2343
model-1640219230,1640219233.12,0.67,0.2337,0.6,0.2399
model-1640219230,1640219233.133,0.6,0.2308,0.63,0.2305
model-1640219230,1640219233.146,0.54,0.248,0.59,0.2401
model-1640219230,1640219233.16,0.51,0.2526,0.53,0.2507
model-1640219230,1640219233.173,0.59,0.2446,0.61,0.2302
model-1640219230,1640219233.186,0.6,0.2449,0.65,0.2383
model-1640219230,1640219233.199,0.59,0.235,0.55,0.246
model-1640219230,1640219233.212,0.59,0.2398,0.63,0.2337
model-1640219230,1640219233.225,0.59,0.2373,0.6,0.2368
model-1640219230,1640219233.238,0.61,0.2411,0.57,0.2457
model-1640219230,1640219233.251,0.6,0.2348,0.55,0.2467
model-1640219230,1640219233.264,0.61,0.2354,0.62,0.2306
model-1640219230,1640219233.278,0.62,0.2359,0.56,0.2504
model-1640219230,1640219233.291,0.47,0.261,0.66,0.2332
model-1640219230,1640219233.304,0.62,0.241,0.69,0.2237
model-1640219230,1640219233.317,0.54,0.2428,0.5,0.2586
model-1640219230,1640219233.33,0.69,0.2225,0.55,0.2414
model-1640219230,1640219233.343,0.56,0.2494,0.58,0.246
model-1640219230,1640219233.356,0.56,0.2513,0.63,0.2353
model-1640219230,1640219233.371,0.6,0.2374,0.59,0.24
model-1640219230,1640219233.384,0.59,0.2389,0.57,0.2398
model-1640219230,1640219233.397,0.64,0.23,0.58,0.2476
model-1640219230,1640219233.41,0.48,0.2544,0.6,0.229
model-1640219230,1640219233.423,0.61,0.2364,0.6,0.2299
model-1640219230,1640219233.435,0.52,0.2494,0.59,0.2455
model-1640219230,1640219233.448,0.59,0.2323,0.62,0.2293
model-1640219230,1640219233.461,0.59,0.2433,0.58,0.237
model-1640219230,1640219233.474,0.67,0.2279,0.58,0.2357
model-1640219230,1640219233.487,0.66,0.2234,0.55,0.232
model-1640219230,1640219233.5,0.55,0.2449,0.56,0.2414
model-1640219230,1640219233.513,0.65,0.234,0.53,0.2457
model-1640219230,1640219233.526,0.63,0.2277,0.59,0.235
model-1640219230,1640219233.538,0.55,0.2546,0.59,0.2294
model-1640219230,1640219233.551,0.51,0.2403,0.52,0.2608
model-1640219230,1640219233.564,0.68,0.2341,0.6,0.2433
model-1640219230,1640219233.578,0.57,0.2326,0.61,0.2385
model-1640219230,1640219233.592,0.53,0.2413,0.59,0.2408
model-1640219230,1640219233.604,0.66,0.2218,0.59,0.2378
model-1640219230,1640219233.614,0.71,0.2163,0.55,0.2413
model-1640219230,1640219233.632,0.56,0.2489,0.61,0.2353
model-1640219230,1640219233.645,0.55,0.243,0.55,0.2474
model-1640219230,1640219233.658,0.57,0.2368,0.62,0.2313
model-1640219230,1640219233.673,0.62,0.2251,0.52,0.2523
model-1640219230,1640219233.689,0.57,0.2465,0.52,0.2495
model-1640219230,1640219233.702,0.58,0.2391,0.53,0.2459
model-1640219230,1640219233.716,0.55,0.2407,0.49,0.2478
model-1640219230,1640219233.731,0.5,0.2515,0.55,0.2395
model-1640219230,1640219233.745,0.61,0.2446,0.57,0.24
model-1640219230,1640219233.759,0.58,0.2326,0.65,0.2309
model-1640219230,1640219233.772,0.59,0.2321,0.58,0.2403
model-1640219230,1640219233.786,0.63,0.2309,0.65,0.2264
model-1640219230,1640219233.8,0.55,0.2411,0.67,0.2162
model-1640219230,1640219233.813,0.58,0.2354,0.62,0.2246
model-1640219230,1640219233.826,0.61,0.242,0.66,0.2282
model-1640219230,1640219233.839,0.6,0.2395,0.54,0.2676
model-1640219230,1640219233.852,0.6,0.2323,0.56,0.2454
model-1640219230,1640219233.865,0.65,0.2285,0.63,0.2288
model-1640219230,1640219233.879,0.58,0.241,0.61,0.2326
model-1640219230,1640219233.892,0.56,0.2423,0.59,0.245
model-1640219230,1640219233.905,0.63,0.231,0.53,0.2437
model-1640219230,1640219233.918,0.64,0.2265,0.63,0.225
model-1640219230,1640219233.931,0.61,0.2292,0.6,0.2345
model-1640219230,1640219233.944,0.66,0.2135,0.53,0.2558
model-1640219230,1640219233.956,0.6,0.2299,0.56,0.2536
model-1640219230,1640219233.971,0.53,0.2449,0.66,0.2278
model-1640219230,1640219233.984,0.61,0.2266,0.57,0.2457
model-1640219230,1640219233.997,0.63,0.213,0.61,0.2462
model-1640219230,1640219234.009,0.65,0.224,0.62,0.2353
model-1640219230,1640219234.022,0.59,0.2434,0.59,0.2486
model-1640219230,1640219234.035,0.63,0.2133,0.64,0.2269
model-1640219230,1640219234.047,0.56,0.2489,0.66,0.2048
model-1640219230,1640219234.06,0.6,0.2402,0.57,0.2276
model-1640219230,1640219234.073,0.66,0.2263,0.55,0.2304
model-1640219230,1640219234.086,0.54,0.2532,0.54,0.249
model-1640219230,1640219234.099,0.68,0.204,0.59,0.232
model-1640219230,1640219234.112,0.64,0.2314,0.62,0.2409
model-1640219230,1640219234.125,0.61,0.236,0.59,0.2305
model-1640219230,1640219234.137,0.6,0.2412,0.6,0.2191
model-1640219230,1640219234.15,0.54,0.2362,0.64,0.2188
model-1640219230,1640219234.163,0.65,0.2175,0.62,0.2288
model-1640219230,1640219234.176,0.62,0.2367,0.58,0.2393
model-1640219230,1640219234.189,0.68,0.2307,0.67,0.2304
model-1640219230,1640219234.202,0.63,0.232,0.57,0.2314
model-1640219230,1640219234.214,0.61,0.2285,0.67,0.2265
model-1640219230,1640219234.228,0.64,0.2249,0.63,0.2377
model-1640219230,1640219234.24,0.67,0.2116,0.6,0.2351
model-1640219230,1640219234.253,0.6,0.2319,0.56,0.2481
model-1640219230,1640219234.265,0.62,0.2364,0.64,0.2319
model-1640219230,1640219234.279,0.63,0.2293,0.63,0.2232
model-1640219230,1640219234.292,0.56,0.2385,0.62,0.2281
model-1640219230,1640219234.305,0.72,0.2056,0.71,0.2029
model-1640219230,1640219234.318,0.58,0.2451,0.57,0.2392
model-1640219230,1640219234.331,0.64,0.2164,0.64,0.2091
model-1640219230,1640219234.343,0.6,0.2319,0.67,0.2161
model-1640219230,1640219234.356,0.66,0.2147,0.53,0.2417
model-1640219230,1640219234.369,0.67,0.2168,0.59,0.2438
model-1640219230,1640219234.382,0.62,0.2219,0.59,0.2353
model-1640219230,1640219234.395,0.66,0.2188,0.62,0.226
model-1640219230,1640219234.408,0.54,0.2451,0.65,0.2239
model-1640219230,1640219234.421,0.52,0.2375,0.61,0.23
model-1640219230,1640219234.434,0.67,0.2114,0.61,0.2422
model-1640219230,1640219234.446,0.54,0.2465,0.62,0.2339
model-1640219230,1640219234.459,0.56,0.2314,0.71,0.2084
model-1640219230,1640219234.472,0.62,0.24,0.62,0.2435
model-1640219230,1640219234.486,0.68,0.2104,0.64,0.2296
model-1640219230,1640219234.499,0.65,0.2245,0.55,0.2505
model-1640219230,1640219234.512,0.68,0.2095,0.6,0.2343
model-1640219230,1640219234.525,0.59,0.247,0.6,0.2335
model-1640219230,1640219234.537,0.68,0.2152,0.63,0.2244
model-1640219230,1640219234.549,0.6,0.223,0.73,0.1976
model-1640219230,1640219234.563,0.62,0.2372,0.59,0.2425
model-1640219230,1640219234.576,0.63,0.2264,0.54,0.2503
model-1640219230,1640219234.591,0.65,0.2035,0.52,0.2434
model-1640219230,1640219234.603,0.62,0.2319,0.55,0.2548
model-1640219230,1640219234.616,0.52,0.243,0.59,0.2394
model-1640219230,1640219234.629,0.56,0.2428,0.6,0.2301
model-1640219230,1640219234.641,0.69,0.2134,0.54,0.2267
model-1640219230,1640219234.654,0.58,0.2426,0.51,0.2512
model-1640219230,1640219234.667,0.61,0.2362,0.61,0.2198
model-1640219230,1640219234.68,0.6,0.2187,0.71,0.2043
model-1640219230,1640219234.694,0.58,0.2262,0.66,0.2207
model-1640219230,1640219234.706,0.7,0.2102,0.61,0.237
model-1640219230,1640219234.721,0.59,0.2224,0.58,0.2369
model-1640219230,1640219234.734,0.6,0.2244,0.7,0.2139
model-1640219230,1640219234.746,0.6,0.2212,0.6,0.2333
model-1640219230,1640219234.759,0.56,0.2459,0.68,0.2021
model-1640219230,1640219234.772,0.69,0.2107,0.55,0.2573
model-1640219230,1640219234.785,0.6,0.2343,0.56,0.2405
model-1640219230,1640219234.799,0.63,0.2275,0.67,0.2063
model-1640219230,1640219234.812,0.56,0.2436,0.58,0.2413
model-1640219230,1640219234.825,0.63,0.2267,0.6,0.227
model-1640219230,1640219234.839,0.63,0.2143,0.62,0.2453
model-1640219230,1640219234.851,0.6,0.2332,0.64,0.217
model-1640219230,1640219234.864,0.61,0.2249,0.63,0.2151
model-1640219230,1640219234.878,0.63,0.2241,0.64,0.2336
model-1640219230,1640219234.892,0.63,0.2227,0.56,0.2482
model-1640219230,1640219234.904,0.71,0.1857,0.61,0.235
model-1640219230,1640219234.918,0.58,0.2493,0.52,0.2593
model-1640219230,1640219234.93,0.62,0.2343,0.57,0.2333
model-1640219230,1640219234.943,0.64,0.2177,0.64,0.2224
model-1640219230,1640219234.955,0.66,0.2223,0.66,0.2067
model-1640219230,1640219234.968,0.61,0.2393,0.61,0.2224
model-1640219230,1640219234.981,0.69,0.2128,0.59,0.2277
model-1640219230,1640219234.995,0.63,0.2141,0.61,0.2294
model-1640219230,1640219235.009,0.63,0.2219,0.68,0.2047
model-1640219230,1640219235.022,0.66,0.222,0.7,0.196
model-1640219230,1640219235.035,0.6,0.2335,0.51,0.2521
model-1640219230,1640219235.047,0.54,0.2465,0.64,0.2146
model-1640219230,1640219235.06,0.66,0.2077,0.63,0.2391
model-1640219230,1640219235.073,0.66,0.2034,0.62,0.2342
model-1640219230,1640219235.086,0.66,0.2293,0.65,0.2095
model-1640219230,1640219235.101,0.62,0.2324,0.62,0.2445
model-1640219230,1640219235.114,0.56,0.2451,0.59,0.2426
model-1640219230,1640219235.127,0.74,0.1889,0.62,0.2316
model-1640219230,1640219235.139,0.67,0.2089,0.61,0.2173
model-1640219230,1640219235.152,0.57,0.2466,0.6,0.2404
model-1640219230,1640219235.164,0.69,0.2194,0.58,0.2393
model-1640219230,1640219235.178,0.58,0.2259,0.6,0.2372
model-1640219230,1640219235.192,0.7,0.2083,0.64,0.2239
model-1640219230,1640219235.205,0.65,0.2215,0.63,0.2145
model-1640219230,1640219235.22,0.66,0.2279,0.61,0.2361
model-1640219230,1640219235.232,0.68,0.2008,0.66,0.2217
model-1640219230,1640219235.245,0.71,0.2008,0.57,0.2401
model-1640219230,1640219235.257,0.67,0.2225,0.56,0.2247
model-1640219230,1640219235.271,0.67,0.2236,0.6,0.2258
model-1640219230,1640219235.283,0.68,0.2037,0.57,0.2533
model-1640219230,1640219235.297,0.67,0.2322,0.63,0.2217
model-1640219230,1640219235.311,0.62,0.2242,0.62,0.2143
model-1640219230,1640219235.325,0.6,0.242,0.61,0.2445
model-1640219230,1640219235.337,0.7,0.2,0.64,0.2209
model-1640219230,1640219235.349,0.61,0.2383,0.65,0.2258
model-1640219230,1640219235.362,0.68,0.214,0.56,0.2183
model-1640219230,1640219235.375,0.61,0.2487,0.63,0.2194
model-1640219230,1640219235.388,0.63,0.2272,0.62,0.2342
model-1640219230,1640219235.401,0.67,0.2053,0.64,0.2051
model-1640219230,1640219235.414,0.65,0.2233,0.65,0.2119
model-1640219230,1640219235.427,0.65,0.2114,0.59,0.2313
model-1640219230,1640219235.44,0.68,0.2182,0.65,0.2122
model-1640219230,1640219235.452,0.68,0.2095,0.62,0.2245
model-1640219230,1640219235.465,0.62,0.2134,0.61,0.2168
model-1640219230,1640219235.478,0.67,0.225,0.59,0.2213
model-1640219230,1640219235.492,0.59,0.2406,0.67,0.2196
model-1640219230,1640219235.505,0.62,0.2267,0.6,0.2363
model-1640219230,1640219235.518,0.6,0.2392,0.63,0.2162
model-1640219230,1640219235.531,0.67,0.2134,0.66,0.2091
model-1640219230,1640219235.543,0.68,0.2042,0.56,0.2395
model-1640219230,1640219235.555,0.52,0.2636,0.74,0.1948
model-1640219230,1640219235.569,0.65,0.2346,0.62,0.2138
model-1640219230,1640219235.581,0.61,0.2283,0.56,0.2426
model-1640219230,1640219235.594,0.66,0.2165,0.66,0.2127
model-1640219230,1640219235.608,0.66,0.2124,0.69,0.2245
model-1640219230,1640219235.622,0.68,0.2077,0.55,0.2528
model-1640219230,1640219235.635,0.7,0.2103,0.57,0.2569
model-1640219230,1640219235.647,0.65,0.2034,0.67,0.2114
model-1640219230,1640219235.661,0.69,0.2245,0.61,0.2292
model-1640219230,1640219235.673,0.65,0.2421,0.65,0.2325
model-1640219230,1640219235.685,0.65,0.2257,0.59,0.2353
model-1640219230,1640219235.699,0.68,0.2145,0.6,0.2334
model-1640219230,1640219235.712,0.63,0.2376,0.58,0.2522
model-1640219230,1640219235.726,0.54,0.2511,0.7,0.199
model-1640219230,1640219235.74,0.7,0.2086,0.56,0.2614
model-1640219230,1640219235.753,0.63,0.2163,0.62,0.2269
model-1640219230,1640219235.766,0.58,0.2299,0.63,0.2276
model-1640219230,1640219235.779,0.62,0.2365,0.61,0.226
model-1640219230,1640219235.792,0.69,0.215,0.61,0.225
model-1640219230,1640219235.806,0.55,0.2428,0.69,0.225
model-1640219230,1640219235.821,0.67,0.2212,0.62,0.2081
model-1640219230,1640219235.834,0.61,0.2332,0.72,0.1989
model-1640219230,1640219235.847,0.6,0.2383,0.57,0.2392
model-1640219230,1640219235.861,0.64,0.214,0.55,0.2494
model-1640219230,1640219235.873,0.59,0.2347,0.61,0.226
model-1640219230,1640219235.886,0.68,0.2067,0.59,0.2387
model-1640219230,1640219235.899,0.59,0.2458,0.62,0.2293
model-1640219230,1640219235.912,0.68,0.2134,0.58,0.2384
model-1640219230,1640219235.925,0.7,0.2095,0.74,0.2072
model-1640219230,1640219235.939,0.61,0.2292,0.63,0.2336
model-1640219230,1640219235.952,0.63,0.2231,0.55,0.2499
model-1640219230,1640219235.964,0.63,0.2288,0.6,0.2306
model-1640219230,1640219235.978,0.54,0.2385,0.61,0.2213
model-1640219230,1640219235.992,0.64,0.2232,0.54,0.2443
model-1640219230,1640219236.004,0.57,0.2274,0.59,0.2379
model-1640219230,1640219236.018,0.7,0.2228,0.56,0.2396
model-1640219230,1640219236.031,0.68,0.2158,0.63,0.2217
model-1640219230,1640219236.044,0.67,0.2203,0.55,0.2464
model-1640219230,1640219236.057,0.62,0.2323,0.64,0.2166
model-1640219230,1640219236.07,0.72,0.2069,0.61,0.2251
model-1640219230,1640219236.083,0.65,0.2106,0.6,0.2318
model-1640219230,1640219236.095,0.67,0.2151,0.62,0.2094
model-1640219230,1640219236.11,0.59,0.24,0.6,0.2359
model-1640219230,1640219236.123,0.65,0.2292,0.55,0.2251
model-1640219230,1640219236.136,0.64,0.2298,0.59,0.2443
model-1640219230,1640219236.148,0.69,0.211,0.55,0.2438
model-1640219230,1640219236.162,0.64,0.215,0.6,0.2276
model-1640219230,1640219236.175,0.63,0.2265,0.67,0.2236
model-1640219230,1640219236.187,0.62,0.2344,0.68,0.2108
model-1640219230,1640219236.201,0.64,0.2059,0.63,0.2133
model-1640219230,1640219236.214,0.67,0.2187,0.67,0.2201
model-1640219230,1640219236.227,0.6,0.2282,0.61,0.2267
model-1640219230,1640219236.24,0.51,0.263,0.55,0.2308
model-1640219230,1640219236.252,0.63,0.2277,0.62,0.2131
model-1640219230,1640219236.266,0.61,0.2228,0.67,0.2176
model-1640219230,1640219236.28,0.72,0.1978,0.61,0.232
model-1640219230,1640219236.292,0.66,0.2318,0.57,0.2284
model-1640219230,1640219236.305,0.67,0.2398,0.61,0.2243
model-1640219230,1640219236.319,0.66,0.2208,0.67,0.2199
model-1640219230,1640219236.332,0.56,0.2283,0.64,0.214
model-1640219230,1640219236.344,0.71,0.2134,0.49,0.2575
model-1640219230,1640219236.357,0.56,0.2453,0.59,0.2375
model-1640219230,1640219236.372,0.68,0.2185,0.58,0.2366
model-1640219230,1640219236.384,0.55,0.2434,0.59,0.2396
model-1640219230,1640219236.397,0.71,0.2163,0.64,0.2214
model-1640219230,1640219236.411,0.67,0.2155,0.63,0.2189
model-1640219230,1640219236.424,0.68,0.2032,0.64,0.2278
model-1640219230,1640219236.436,0.62,0.2204,0.71,0.2119
